-34.53293991088867,-58.46904373168945
-34.533607482910156,-58.478458404541016
-34.59263229370117,-58.55574035644531
-34.51917266845703,-58.47312545776367
-34.529568,-58.480236
-34.52995,-58.48041
-34.528492,-58.480934
-34.526066,-58.482185
-34.52632,-58.48168
-34.523193,-58.472786
-34.52549,-58.482563
-34.52632,-58.48168
-34.52632,-58.48168
-34.52760696411133,-58.48147201538086
-34.5304069519043,-58.47398376464844
-34.52506637573242,-58.47294616699219
-34.51930236816406,-58.48514175415039
-34.52499008178711,-58.482749938964844
-34.522972106933594,-58.47430419921875
-34.53,-58.469
-34.529,-58.48
-34.524,-58.482
-34.52,-58.485
-34.526,-58.471
-34.526,-58.471
-34.514,-58.475
-34.5233,-58.47505
-34.536316,-58.47664
-34.514202,-58.474525
-34.534008,-58.47737
-34.525,-58.473
-34.52112,-58.473736
-34.52834,-58.47081
-34.525635,-58.47165
-34.5181,-58.475048
-34.525368,-58.472076
-34.521317,-58.484825
-34.521272,-58.475522
-34.527733,-58.481717
-34.527035,-58.471092
-34.518017,-58.475326
-34.529675,-58.474472
-34.529,-58.47
-34.508,-58.531
-34.52499,-58.48275
-34.525489807128906,-58.48256301879883
-34.49337387084961,-58.48451232910156
-34.525489807128906,-58.48256301879883
-34.52972412109375,-58.47419738769531
-34.516,-58.475
-34.522,-58.473
-34.527,-58.479
-34.531,-58.479
-34.535,-58.477
-34.516,-58.475
-34.532,-58.479
-34.536354,-58.492844
-34.528023,-58.48475
-34.584732,-58.546627
-34.52816,-58.492016
-34.527,-58.472
-34.527287,-58.481613
-34.520725,-58.474125
-34.51889,-58.480434
-34.53494,-58.46871
-34.53413,-58.478107
-34.523125,-58.47389
-34.53404,-58.478146
-34.534164,-58.467865
-34.5154,-58.47519
-34.53232,-58.47879
-34.516087,-58.474957
-34.53256,-58.46869
-34.527096,-58.48486
-34.524933,-58.474827
-34.529575,-58.478054
-34.518627,-58.473667
-34.529743,-58.470097
-34.523785,-58.474422
-34.52399826049805,-58.472999572753906
-34.521,-58.476
-34.526146,-58.470264
-34.522057,-58.494194
-34.510118,-58.511958
-34.527259826660156,-58.481624603271484
-34.526,-58.481
-34.524082,-58.4726
-34.534767,-58.473263
-34.526737,-58.481842
-34.523148,-58.483845
-34.52546,-58.502296
-34.534,-58.467
-34.52853,-58.49333
-34.490204,-58.548008
-34.525116,-58.482704
-34.519375,-58.475582
-34.53649,-58.476936
-34.532,-58.479
-34.53192138671875,-58.47914505004883
-34.518,-58.473
-34.516342,-58.475807
-34.52777,-58.475513
-34.525453,-58.48281
-34.52646255493164,-58.49038314819336
-34.530444,-58.480256
-34.52108383178711,-58.485198974609375
-34.5344123840332,-58.47186279296875
-34.52420425415039,-58.48349380493164
-34.52230453491211,-58.48455047607422
-34.52708053588867,-58.48170471191406
-34.523,-58.474
-34.525,-58.482
-34.525,-58.482
-34.525,-58.482
-34.523,-58.483
